# i j rij_x rij_y rij_z first second third
0 42 -0.40569024349348 2.22101118721127 -0.2084432082343 0.180925186083716 -0.297795810139268 0.531972407052763
0 44 2.27140812055832 0.0897006988630346 0.0262163852626806 0.0517542258650936 -0.0951935339980743 0.219632431524201
0 46 2.74645628351411 1.06033125202843 -0.0511229905089606 0.00382473264478257 -0.0142552431067296 -0.0106983903625587
0 85 2.29191249895178 2.26576729234749 0.147887773731764 0.00829574048202793 -0.00620827131517038 0.00283512383491565
0 3247 0.0904282571861078 0.912897502167259 -2.43967126545146 0.0509525183766074 -0.0715000734926666 0.119171169705347
0 3600 -0.165202774662728 -0.543709436441445 -2.1848535618215 0.187673299078406 -0.30985684705799 0.554089232613329
0 3601 1.30281093549498 -0.368143877143556 -0.763016954603208 -0.460206735364958 15.3641931552435 -145.267291003549
0 3602 -0.0881968442441538 1.9057500558418 -1.44907186009963 0.0317819423417219 -0.0497479014344233 0.110785013551015
0 3603 1.01199202474688 -0.043598142565911 -2.00261165496342 0.0585165739758277 -0.110846356979443 0.257366071158283
0 3605 2.56634077408888 -0.266074849660466 -1.0078429194399 0.0100211077913724 -0.0116337621204447 0.00193569178802721
0 3640 0.249182556412275 0.240716010989127 -1.26460128219705 -0.593843452946262 29.7245632913693 -396.37662873628
0 3641 0.915034724069199 1.17253297365134 -1.45012652334183 0.121495092577693 -0.260319688859265 0.629282908775971
0 3642 0.901388729661106 2.48656799952897 -0.784938542599682 0.0296910977036123 -0.0365105051717114 0.059118416620219
0 3643 0.122948365631285 1.14670183621394 -0.698458392610031 0.473686668405967 15.0266509065078 -217.798198618961
0 3644 1.56703183468837 0.965342034662675 -2.57419346000687 0.00959235056987941 -0.00703054733187691 0.00562473837435642
0 3646 1.84379832493503 0.536058756902265 -1.43050442086311 0.0319361199906874 -0.0500913399237968 0.11161196207972
0 3647 1.4005169127655 1.05439301550844 -0.227173630395437 0.879746045674228 -0.626437609956553 -5.93916974183112
0 3677 -0.731182269873929 -0.270368085819068 -1.05038412186658 -0.719405569323267 31.395215404607 -416.836452252642
0 3684 0.820588769457352 2.22515001229645 -2.24806950147582 0.00747848264941671 -0.00593192327643148 0.00130296409586546
0 3685 2.09029603245352 1.88289403877052 -1.44315119724856 0.00965101668104563 -0.00707788466699413 0.00575937423430708
0 397 -1.24365704684409 -2.00141810586521 1.75463538692857 0.0169478658179597 -0.0163881094404597 0.0245653291025098
